timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
85.900;f_12.92;9.64;0.00;-39.00
85.900;f_3.92;5.10;0.00;23.32
85.900;f_10.94;-73.42;0.00;-72.40
85.900;f_11.94;-15.83;0.00;-64.97
85.900;f_3.94;5.18;0.00;40.26
85.900;f_12.94;17.19;0.17;-45.00
86.000;f_0.0;2.53;-0.04;-1.22
86.000;f_11.93;-5.94;0.00;-65.33
86.000;f_3.95;0.20;0.00;69.41
86.000;f_12.87;-88.96;0.00;-5.52
86.000;f_1.89;36.83;0.00;8.75
86.000;f_1.87;28.95;0.00;8.66
86.000;f_11.88;93.05;0.00;4.25
86.000;f_12.93;12.74;-0.21;-44.09
86.000;f_10.95;-93.07;0.00;-15.44
86.000;f_11.81;43.14;0.00;5.61
86.000;f_11.86;86.22;0.00;6.03
86.000;f_3.90;20.63;0.00;2.18
86.000;f_10.85;45.06;0.00;8.83
86.000;f_10.93;-19.90;0.00;-71.96
86.000;f_10.90;94.18;0.00;11.26
86.000;f_10.75;20.79;0.21;11.49
86.000;f_1.86;-24.92;0.00;8.34
86.000;f_10.86;64.64;0.00;12.22
86.000;f_10.82;43.08;0.00;12.01
86.000;f_11.83;57.50;0.00;5.75
86.000;f_1.90;53.42;0.00;8.90
86.000;f_1.88;-8.95;0.00;8.40
86.000;f_11.90;97.71;0.00;-8.54
86.000;f_12.90;11.19;0.00;-15.98
86.000;f_11.85;79.04;0.00;5.96
86.000;f_10.81;34.71;0.00;11.93
86.000;f_3.93;5.32;0.00;31.89
86.000;f_12.89;7.79;0.00;-5.78
86.000;f_11.79;28.78;0.00;5.47
86.000;f_10.88;79.14;0.00;12.36
86.000;f_12.86;-25.45;0.00;5.14
86.000;f_11.82;50.32;0.00;5.68
86.000;f_12.88;9.16;0.00;-24.02
86.000;f_10.87;71.86;0.00;12.29
86.000;f_10.83;50.26;0.00;12.08
86.000;f_11.77;15.85;0.00;4.66
86.000;f_11.84;71.86;0.00;5.89
86.000;f_10.84;57.44;0.00;12.15
86.000;f_10.80;18.57;-0.15;18.11
86.000;f_11.78;21.60;0.00;5.40
86.000;f_11.87;64.68;0.00;5.82
86.000;f_10.89;86.53;0.00;12.39
86.000;f_11.80;35.96;0.00;5.54
86.000;f_1.85;21.56;0.00;8.60
86.000;f_11.89;96.97;0.00;-1.42
86.000;f_10.91;105.33;0.00;-42.40
86.000;f_11.91;97.99;0.00;-15.72
86.000;f_12.91;9.42;0.00;-31.61
86.000;f_3.91;5.58;0.00;13.24
86.000;f_10.92;-5.84;0.00;-71.74
86.000;f_11.92;98.26;0.00;-23.04
86.000;f_12.92;9.64;0.00;-38.98
86.000;f_3.92;5.10;0.00;23.02
86.000;f_10.94;-72.29;0.00;-72.50
86.000;f_11.94;-15.60;0.00;-65.00
86.000;f_3.94;5.17;0.00;40.15
86.000;f_12.94;17.19;0.17;-45.00
86.100;f_0.0;3.01;-0.04;-0.52
86.100;f_11.93;-5.94;0.00;-65.33
86.100;f_3.95;0.35;0.00;68.99
86.100;f_12.87;-89.16;0.00;-6.39
86.100;f_1.89;36.76;0.00;8.75
86.100;f_1.87;28.93;0.00;8.66
86.100;f_11.88;93.05;0.00;4.25
86.100;f_12.93;12.74;-0.21;-44.09
86.100;f_10.95;-93.08;0.00;-15.87
86.100;f_11.81;43.14;0.00;5.61
86.100;f_11.86;86.22;0.00;6.03
86.100;f_3.90;20.63;0.00;2.19
86.100;f_10.85;44.96;0.00;8.83
86.100;f_10.93;-19.44;0.00;-71.95
86.100;f_10.90;94.13;0.00;11.28
86.100;f_10.75;20.86;0.19;11.52
86.100;f_1.86;-26.15;0.00;8.34
86.100;f_10.86;64.64;0.00;12.22
86.100;f_10.82;43.08;0.00;12.01
86.100;f_11.83;57.50;0.00;5.75
86.100;f_1.90;53.31;0.00;8.89
86.100;f_1.88;-10.04;0.00;8.39
86.100;f_11.90;97.71;0.00;-8.54
86.100;f_12.90;11.18;0.00;-15.82
86.100;f_11.85;79.04;0.00;5.96
86.100;f_10.81;34.48;0.00;11.93
86.100;f_3.93;5.36;0.00;31.70
86.100;f_12.89;7.77;0.00;-5.61
86.100;f_11.79;28.78;0.00;5.47
86.100;f_10.88;79.13;0.00;12.36
86.100;f_12.86;-25.45;0.00;5.14
86.100;f_11.82;50.32;0.00;5.68
86.100;f_12.88;9.12;0.00;-23.95
86.100;f_10.87;71.86;0.00;12.29
86.100;f_10.83;50.26;0.00;12.08
86.100;f_11.77;15.85;0.00;4.66
86.100;f_11.84;71.86;0.00;5.89
86.100;f_10.84;57.44;0.00;12.15
86.100;f_10.80;18.20;-0.14;18.04
86.100;f_11.78;21.60;0.00;5.40
86.100;f_11.87;64.68;0.00;5.82
86.100;f_10.89;86.51;0.00;12.39
86.100;f_11.80;35.96;0.00;5.54
86.100;f_1.85;21.56;0.00;8.60
86.100;f_11.89;96.97;0.00;-1.41
86.100;f_10.91;105.30;0.00;-41.36
86.100;f_11.91;97.99;0.00;-15.72
86.100;f_12.91;9.41;0.00;-31.57
86.100;f_3.91;5.67;0.00;12.74
86.100;f_10.92;-5.84;0.00;-71.74
86.100;f_11.92;98.26;0.00;-23.03
86.100;f_12.92;9.63;0.00;-38.96
86.100;f_3.92;5.11;0.00;22.70
86.100;f_10.94;-71.12;0.00;-72.55
86.100;f_11.94;-15.39;0.00;-65.03
86.100;f_3.94;5.17;0.00;40.04
86.100;f_12.94;17.19;0.17;-45.00
86.200;f_0.0;3.45;-0.04;0.09
86.200;f_11.93;-5.94;0.00;-65.33
86.200;f_3.95;0.50;0.00;68.55
86.200;f_12.87;-89.34;0.00;-7.27
86.200;f_1.89;36.70;0.00;8.75
86.200;f_1.87;28.91;0.00;8.67
86.200;f_11.88;93.05;0.00;4.25
86.200;f_12.93;12.74;-0.21;-44.09
86.200;f_10.95;-93.08;0.00;-16.33
86.200;f_11.81;43.14;0.00;5.61
86.200;f_11.86;86.22;0.00;6.03
86.200;f_3.90;20.63;0.00;2.19
86.200;f_10.85;44.87;0.00;8.83
86.200;f_10.93;-19.00;0.00;-71.95
86.200;f_10.90;94.08;0.00;11.30
86.200;f_10.75;20.93;0.17;11.55
86.200;f_1.86;-27.41;0.00;8.34
86.200;f_10.86;64.64;0.00;12.22
86.200;f_10.82;43.08;0.00;12.01
86.200;f_11.83;57.50;0.00;5.75
86.200;f_1.90;53.20;0.00;8.89
86.200;f_1.88;-11.14;0.00;8.39
86.200;f_11.90;97.71;0.00;-8.54
86.200;f_12.90;11.17;0.00;-15.65
86.200;f_11.85;79.04;0.00;5.96
86.200;f_10.81;34.22;0.00;11.92
86.200;f_3.93;5.40;0.00;31.50
86.200;f_12.89;7.76;0.00;-5.47
86.200;f_11.79;28.78;0.00;5.47
86.200;f_10.88;79.12;0.00;12.36
86.200;f_12.86;-25.45;0.00;5.14
86.200;f_11.82;50.32;0.00;5.68
86.200;f_12.88;9.07;0.00;-23.86
86.200;f_10.87;71.85;0.00;12.29
86.200;f_10.83;50.26;0.00;12.08
86.200;f_11.77;15.85;0.00;4.66
86.200;f_11.84;71.86;0.00;5.89
86.200;f_10.84;57.44;0.00;12.15
86.200;f_10.80;17.87;-0.13;17.97
86.200;f_11.78;21.60;0.00;5.40
86.200;f_11.87;64.68;0.00;5.82
86.200;f_10.89;86.49;0.00;12.39
86.200;f_11.80;35.96;0.00;5.54
86.200;f_1.85;21.56;0.00;8.60
86.200;f_11.89;96.97;0.00;-1.41
86.200;f_10.91;105.27;0.00;-40.31
86.200;f_11.91;97.99;0.00;-15.72
86.200;f_12.91;9.41;0.00;-31.52
86.200;f_3.91;5.76;0.00;12.21
86.200;f_10.92;-5.84;0.00;-71.74
86.200;f_11.92;98.26;0.00;-23.01
86.200;f_12.92;9.63;0.00;-38.94
86.200;f_3.92;5.11;0.00;22.36
86.200;f_10.94;-69.92;0.00;-72.56
86.200;f_11.94;-15.20;0.00;-65.06
86.200;f_3.94;5.17;0.00;39.91
86.200;f_12.94;17.19;0.17;-45.00
86.300;f_0.0;3.90;-0.04;0.60
86.300;f_11.93;-5.94;0.00;-65.33
86.300;f_3.95;0.64;0.00;68.09
86.300;f_12.87;-89.49;0.00;-8.16
86.300;f_1.89;36.64;0.00;8.75
86.300;f_1.87;28.90;0.00;8.67
86.300;f_11.88;93.05;0.00;4.25
86.300;f_12.93;12.74;-0.21;-44.09
86.300;f_10.95;-93.08;0.00;-16.80
86.300;f_11.81;43.14;0.00;5.61
86.300;f_11.86;86.22;0.00;6.03
86.300;f_3.90;20.63;0.00;2.19
86.300;f_10.85;44.77;0.00;8.83
86.300;f_10.93;-18.58;0.00;-71.94
86.300;f_10.90;94.04;0.00;11.32
86.300;f_10.75;20.99;0.16;11.57
86.300;f_1.86;-28.69;0.00;8.33
86.300;f_10.86;64.63;0.00;12.22
86.300;f_10.82;43.08;0.00;12.01
86.300;f_11.83;57.50;0.00;5.75
86.300;f_1.90;53.09;0.00;8.89
86.300;f_1.88;-12.27;0.00;8.39
86.300;f_11.90;97.71;0.00;-8.54
86.300;f_12.90;11.16;0.00;-15.51
86.300;f_11.85;79.04;0.00;5.96
86.300;f_10.81;33.95;0.00;11.92
86.300;f_3.93;5.44;0.00;31.28
86.300;f_12.89;7.77;0.00;-5.41
86.300;f_11.79;28.78;0.00;5.47
86.300;f_10.88;79.11;0.00;12.36
86.300;f_12.86;-25.45;0.00;5.14
86.300;f_11.82;50.32;0.00;5.68
86.300;f_12.88;9.04;0.00;-23.76
86.300;f_10.87;71.85;0.00;12.29
86.300;f_10.83;50.26;0.00;12.08
86.300;f_11.77;15.85;0.00;4.66
86.300;f_11.84;71.86;0.00;5.89
86.300;f_10.84;57.44;0.00;12.15
86.300;f_10.80;17.56;-0.11;17.91
86.300;f_11.78;21.60;0.00;5.40
86.300;f_11.87;64.68;0.00;5.82
86.300;f_10.89;86.47;0.00;12.40
86.300;f_11.80;35.96;0.00;5.54
86.300;f_1.85;21.56;0.00;8.60
86.300;f_11.89;96.97;0.00;-1.41
86.300;f_10.91;105.23;0.00;-39.25
86.300;f_11.91;97.99;0.00;-15.72
86.300;f_12.91;9.40;0.00;-31.47
86.300;f_3.91;5.86;0.00;11.66
86.300;f_10.92;-5.84;0.00;-71.74
86.300;f_11.92;98.26;0.00;-23.00
86.300;f_12.92;9.62;0.00;-38.92
86.300;f_3.92;5.12;0.00;22.01
86.300;f_10.94;-68.71;0.00;-72.56
86.300;f_11.94;-15.02;0.00;-65.08
86.300;f_3.94;5.17;0.00;39.77
86.300;f_12.94;17.19;0.17;-45.00
86.400;f_0.0;4.33;-0.04;1.05
86.400;f_11.93;-5.94;0.00;-65.33
86.400;f_3.95;0.79;0.00;67.61
86.400;f_12.87;-89.59;0.00;-9.09
86.400;f_1.89;36.59;0.00;8.75
86.400;f_1.87;28.88;0.00;8.67
86.400;f_11.88;93.05;0.00;4.25
86.400;f_12.93;12.74;-0.21;-44.09
86.400;f_10.95;-93.09;0.00;-17.29
86.400;f_11.81;43.14;0.00;5.61
86.400;f_11.86;86.22;0.00;6.03
86.400;f_3.90;20.63;0.00;2.19
86.400;f_10.85;44.68;0.00;8.83
86.400;f_10.93;-18.18;0.00;-71.93
86.400;f_10.90;94.00;0.00;11.34
86.400;f_10.75;21.04;0.14;11.59
86.400;f_1.86;-29.98;0.00;8.33
86.400;f_10.86;64.63;0.00;12.22
86.400;f_10.82;43.08;0.00;12.01
86.400;f_11.83;57.50;0.00;5.75
86.400;f_1.90;52.98;0.00;8.89
86.400;f_1.88;-13.42;0.00;8.38
86.400;f_11.90;97.71;0.00;-8.54
86.400;f_12.90;11.15;0.00;-15.38
86.400;f_11.85;79.04;0.00;5.96
86.400;f_10.81;33.66;0.00;11.92
86.400;f_3.93;5.47;0.00;31.04
86.400;f_12.89;7.79;0.00;-5.41
86.400;f_11.79;28.78;0.00;5.47
86.400;f_10.88;79.10;0.00;12.36
86.400;f_12.86;-25.45;0.00;5.14
86.400;f_11.82;50.32;0.00;5.68
86.400;f_12.88;9.02;0.00;-23.66
86.400;f_10.87;71.84;0.00;12.29
86.400;f_10.83;50.26;0.00;12.08
86.400;f_11.77;15.85;0.00;4.66
86.400;f_11.84;71.86;0.00;5.89
86.400;f_10.84;57.44;0.00;12.15
86.400;f_10.80;17.29;-0.10;17.86
86.400;f_11.78;21.60;0.00;5.40
86.400;f_11.87;64.68;0.00;5.82
86.400;f_10.89;86.45;0.00;12.40
86.400;f_11.80;35.96;0.00;5.54
86.400;f_1.85;21.57;0.00;8.60
86.400;f_11.89;96.97;0.00;-1.41
86.400;f_10.91;105.20;0.00;-38.20
86.400;f_11.91;97.99;0.00;-15.72
86.400;f_12.91;9.40;0.00;-31.41
86.400;f_3.91;5.96;0.00;11.08
86.400;f_10.92;-5.84;0.00;-71.74
86.400;f_11.92;98.26;0.00;-22.99
86.400;f_12.92;9.61;0.00;-38.89
86.400;f_3.92;5.12;0.00;21.63
86.400;f_10.94;-67.46;0.00;-72.56
86.400;f_11.94;-14.86;0.00;-65.11
86.400;f_3.94;5.17;0.00;39.62
86.400;f_12.94;17.19;0.17;-45.00
86.500;f_0.0;4.72;-0.04;1.45
86.500;f_11.93;-5.94;0.00;-65.33
86.500;f_3.95;0.93;0.00;67.11
86.500;f_12.87;-89.66;0.00;-10.05
86.500;f_1.89;36.54;0.00;8.75
86.500;f_1.87;28.87;0.00;8.67
86.500;f_11.88;93.05;0.00;4.25
86.500;f_12.93;12.74;-0.21;-44.09
86.500;f_10.95;-93.09;0.00;-17.81
86.500;f_11.81;43.14;0.00;5.61
86.500;f_11.86;86.22;0.00;6.03
86.500;f_3.90;20.63;0.00;2.19
86.500;f_10.85;44.60;0.00;8.82
86.500;f_10.93;-17.80;0.00;-71.93
86.500;f_10.90;93.96;0.00;11.36
86.500;f_10.75;21.09;0.13;11.61
86.500;f_1.86;-31.30;0.00;8.32
86.500;f_10.86;64.63;0.00;12.22
86.500;f_10.82;43.08;0.00;12.01
86.500;f_11.83;57.50;0.00;5.75
86.500;f_1.90;52.87;0.00;8.89
86.500;f_1.88;-14.59;0.00;8.38
86.500;f_11.90;97.71;0.00;-8.54
86.500;f_12.90;11.15;0.00;-15.27
86.500;f_11.85;79.04;0.00;5.96
86.500;f_10.81;33.34;0.00;11.91
86.500;f_3.93;5.50;0.00;30.78
86.500;f_12.89;7.82;0.00;-5.41
86.500;f_11.79;28.78;0.00;5.47
86.500;f_10.88;79.10;0.00;12.36
86.500;f_12.86;-25.45;0.00;5.14
86.500;f_11.82;50.32;0.00;5.68
86.500;f_12.88;9.00;0.00;-23.56
86.500;f_10.87;71.84;0.00;12.29
86.500;f_10.83;50.26;0.00;12.08
86.500;f_11.77;15.85;0.00;4.66
86.500;f_11.84;71.86;0.00;5.89
86.500;f_10.84;57.44;0.00;12.15
86.500;f_10.80;17.04;-0.09;17.81
86.500;f_11.78;21.60;0.00;5.40
86.500;f_11.87;64.68;0.00;5.82
86.500;f_10.89;86.44;0.00;12.40
86.500;f_11.80;35.96;0.00;5.54
86.500;f_1.85;21.57;0.00;8.60
86.500;f_11.89;96.97;0.00;-1.41
86.500;f_10.91;105.16;0.00;-37.14
86.500;f_11.91;97.99;0.00;-15.72
86.500;f_12.91;9.39;0.00;-31.35
86.500;f_3.91;6.08;0.00;10.49
86.500;f_10.92;-5.84;0.00;-71.74
86.500;f_11.92;98.26;0.00;-22.98
86.500;f_12.92;9.61;0.00;-38.87
86.500;f_3.92;5.12;0.00;21.23
86.500;f_10.94;-66.19;0.00;-72.55
86.500;f_11.94;-14.71;0.00;-65.13
86.500;f_3.94;5.17;0.00;39.46
86.500;f_12.94;17.19;0.17;-45.00
86.600;f_0.0;5.07;-0.04;1.81
86.600;f_11.93;-5.94;0.00;-65.33
86.600;f_3.95;1.08;0.00;66.60
86.600;f_12.87;-89.70;0.00;-11.04
86.600;f_1.89;36.49;0.00;8.74
86.600;f_1.87;28.86;0.00;8.67
86.600;f_11.88;93.05;0.00;4.25
86.600;f_12.93;12.74;-0.21;-44.09
86.600;f_10.95;-93.09;0.00;-18.34
86.600;f_11.81;43.14;0.00;5.61
86.600;f_11.86;86.22;0.00;6.03
86.600;f_3.90;20.63;0.00;2.19
86.600;f_10.85;44.51;0.00;8.82
86.600;f_10.93;-17.45;0.00;-71.92
86.600;f_10.90;93.92;0.00;11.37
86.600;f_10.75;21.13;0.11;11.63
86.600;f_1.86;-32.63;0.00;8.32
86.600;f_10.86;64.63;0.00;12.22
86.600;f_10.82;43.08;0.00;12.01
86.600;f_11.83;57.50;0.00;5.75
86.600;f_1.90;52.77;0.00;8.89
86.600;f_1.88;-15.78;0.00;8.37
86.600;f_11.90;97.71;0.00;-8.54
86.600;f_12.90;11.15;0.00;-15.19
86.600;f_11.85;79.04;0.00;5.96
86.600;f_10.81;33.01;0.00;11.91
86.600;f_3.93;5.54;0.00;30.50
86.600;f_12.89;7.84;0.00;-5.41
86.600;f_11.79;28.78;0.00;5.47
86.600;f_10.88;79.09;0.00;12.36
86.600;f_12.86;-25.45;0.00;5.14
86.600;f_11.82;50.32;0.00;5.68
86.600;f_12.88;9.00;0.00;-23.46
86.600;f_10.87;71.84;0.00;12.29
86.600;f_10.83;50.26;0.00;12.08
86.600;f_11.77;15.85;0.00;4.66
86.600;f_11.84;71.86;0.00;5.89
86.600;f_10.84;57.44;0.00;12.15
86.600;f_10.80;16.82;-0.08;17.77
86.600;f_11.78;21.60;0.00;5.40
86.600;f_11.87;64.68;0.00;5.82
86.600;f_10.89;86.42;0.00;12.40
86.600;f_11.80;35.96;0.00;5.54
86.600;f_1.85;21.57;0.00;8.60
86.600;f_11.89;96.97;0.00;-1.41
86.600;f_10.91;105.13;0.00;-36.09
86.600;f_11.91;97.99;0.00;-15.72
86.600;f_12.91;9.38;0.00;-31.29
86.600;f_3.91;6.23;0.00;9.89
86.600;f_10.92;-5.84;0.00;-71.74
86.600;f_11.92;98.26;0.00;-22.97
86.600;f_12.92;9.60;0.00;-38.83
86.600;f_3.92;5.13;0.00;20.81
86.600;f_10.94;-64.90;0.00;-72.54
86.600;f_11.94;-14.56;0.00;-65.15
86.600;f_3.94;5.17;0.00;39.28
86.600;f_12.94;17.19;0.17;-45.00
86.700;f_0.0;5.37;-0.04;2.12
86.700;f_11.93;-5.94;0.00;-65.33
86.700;f_3.95;1.22;0.00;66.08
86.700;f_12.87;-89.72;0.00;-12.03
86.700;f_1.89;36.44;0.00;8.74
86.700;f_1.87;28.84;0.00;8.67
86.700;f_11.88;93.05;0.00;4.25
86.700;f_12.93;12.74;-0.21;-44.09
86.700;f_10.95;-93.10;0.00;-18.88
86.700;f_11.81;43.14;0.00;5.61
86.700;f_11.86;86.22;0.00;6.03
86.700;f_3.90;20.63;0.00;2.19
86.700;f_10.85;44.43;0.00;8.82
86.700;f_10.93;-17.11;0.00;-71.92
86.700;f_10.90;93.88;0.00;11.39
86.700;f_10.75;21.17;0.10;11.65
86.700;f_1.86;-33.96;0.00;8.31
86.700;f_10.86;64.63;0.00;12.22
86.700;f_10.82;43.08;0.00;12.01
86.700;f_11.83;57.50;0.00;5.75
86.700;f_1.90;52.67;0.00;8.89
86.700;f_1.88;-16.96;0.00;8.37
86.700;f_11.90;97.71;0.00;-8.54
86.700;f_12.90;11.15;0.00;-15.12
86.700;f_11.85;79.04;0.00;5.96
86.700;f_10.81;32.68;0.00;11.91
86.700;f_3.93;5.57;0.00;30.20
86.700;f_12.89;7.86;0.00;-5.41
86.700;f_11.79;28.78;0.00;5.47
86.700;f_10.88;79.08;0.00;12.36
86.700;f_12.86;-25.45;0.00;5.14
86.700;f_11.82;50.32;0.00;5.68
86.700;f_12.88;8.99;0.00;-23.37
86.700;f_10.87;71.84;0.00;12.29
86.700;f_10.83;50.26;0.00;12.08
86.700;f_11.77;15.85;0.00;4.66
86.700;f_11.84;71.86;0.00;5.89
86.700;f_10.84;57.44;0.00;12.15
86.700;f_10.80;16.62;-0.08;17.73
86.700;f_11.78;21.60;0.00;5.40
86.700;f_11.87;64.68;0.00;5.82
86.700;f_10.89;86.41;0.00;12.40
86.700;f_11.80;35.96;0.00;5.54
86.700;f_1.85;21.57;0.00;8.60
86.700;f_11.95;-70.70;0.00;-72.76
86.700;f_11.89;96.97;0.00;-1.41
86.700;f_10.91;105.09;0.00;-35.06
86.700;f_11.91;97.99;0.00;-15.72
86.700;f_12.91;9.38;0.00;-31.22
86.700;f_3.91;6.41;0.00;9.31
86.700;f_10.92;-5.84;0.00;-71.74
86.700;f_11.92;98.26;0.00;-22.96
86.700;f_12.92;9.59;0.00;-38.80
86.700;f_3.92;5.13;0.00;20.37
86.700;f_10.94;-63.62;0.00;-72.54
86.700;f_11.94;-14.43;0.00;-65.17
86.700;f_3.94;5.18;0.00;39.10
86.700;f_12.94;17.19;0.17;-45.00
86.800;f_0.0;5.64;-0.04;2.40
86.800;f_11.93;-5.94;0.00;-65.33
86.800;f_3.95;1.36;0.00;65.53
86.800;f_12.87;-89.74;0.00;-13.07
86.800;f_1.89;36.40;0.00;8.74
86.800;f_1.87;28.84;0.00;8.67
86.800;f_11.88;93.05;0.00;4.25
86.800;f_12.93;12.74;-0.21;-44.09
86.800;f_10.95;-93.10;0.00;-19.46
86.800;f_11.81;43.14;0.00;5.61
86.800;f_11.86;86.22;0.00;6.03
86.800;f_3.90;20.63;0.00;2.19
86.800;f_10.85;44.36;0.00;8.82
86.800;f_10.93;-16.80;0.00;-71.91
86.800;f_10.90;93.85;0.00;11.40
86.800;f_10.75;21.21;0.09;11.66
86.800;f_1.86;-35.34;0.00;8.31
86.800;f_10.86;64.63;0.00;12.22
86.800;f_10.82;43.08;0.00;12.01
86.800;f_11.83;57.50;0.00;5.75
86.800;f_1.90;52.57;0.00;8.89
86.800;f_1.88;-18.19;0.00;8.37
86.800;f_11.90;97.71;0.00;-8.54
86.800;f_12.90;11.16;0.00;-15.07
86.800;f_11.85;79.04;0.00;5.96
86.800;f_10.81;32.37;0.00;11.91
86.800;f_3.93;5.60;0.00;29.88
86.800;f_12.89;7.87;0.00;-5.41
86.800;f_11.79;28.78;0.00;5.47
86.800;f_10.88;79.08;0.00;12.36
86.800;f_12.86;-25.45;0.00;5.14
86.800;f_11.82;50.32;0.00;5.68
86.800;f_12.88;8.99;0.00;-23.28
86.800;f_10.87;71.83;0.00;12.29
86.800;f_10.83;50.26;0.00;12.08
86.800;f_11.77;15.85;0.00;4.66
86.800;f_11.84;71.86;0.00;5.89
86.800;f_10.84;57.44;0.00;12.15
86.800;f_10.80;16.44;-0.07;17.69
86.800;f_11.78;21.60;0.00;5.40
86.800;f_11.87;64.68;0.00;5.82
86.800;f_10.89;86.39;0.00;12.41
86.800;f_11.80;35.96;0.00;5.54
86.800;f_1.85;21.57;0.00;8.60
86.800;f_11.95;-70.69;0.00;-72.76
86.800;f_11.89;96.97;0.00;-1.41
86.800;f_10.91;105.05;0.00;-33.99
86.800;f_11.91;97.99;0.00;-15.72
86.800;f_12.91;9.37;0.00;-31.16
86.800;f_3.91;6.64;0.00;8.76
86.800;f_10.92;-5.84;0.00;-71.74
86.800;f_11.92;98.26;0.00;-22.95
86.800;f_12.92;9.58;0.00;-38.76
86.800;f_3.92;5.13;0.00;19.90
86.800;f_10.94;-62.28;0.00;-72.53
86.800;f_11.94;-14.31;0.00;-65.19
86.800;f_3.94;5.18;0.00;38.90
86.800;f_12.94;17.19;0.17;-45.00
86.900;f_0.0;5.86;-0.04;2.62
86.900;f_11.93;-5.94;0.00;-65.33
86.900;f_3.95;1.50;0.00;64.96
86.900;f_12.87;-89.76;0.00;-14.13
86.900;f_1.89;36.37;0.00;8.74
86.900;f_1.87;28.83;0.00;8.67
86.900;f_11.88;93.05;0.00;4.25
86.900;f_12.93;12.74;-0.21;-44.09
86.900;f_10.95;-93.11;0.00;-20.06
86.900;f_11.81;43.14;0.00;5.61
86.900;f_11.86;86.22;0.00;6.03
86.900;f_3.90;20.63;0.00;2.19
86.900;f_10.85;44.28;0.00;8.82
86.900;f_10.93;-16.51;0.00;-71.91
86.900;f_10.90;93.82;0.00;11.42
86.900;f_10.75;21.24;0.08;11.68
86.900;f_1.86;-36.75;0.00;8.30
86.900;f_10.86;64.63;0.00;12.22
86.900;f_10.82;43.08;0.00;12.01
86.900;f_11.83;57.50;0.00;5.75
86.900;f_1.90;52.47;0.00;8.89
86.900;f_1.88;-19.43;0.00;8.36
86.900;f_11.90;97.71;0.00;-8.54
86.900;f_12.90;11.16;0.00;-15.03
86.900;f_11.85;79.04;0.00;5.96
86.900;f_10.81;32.09;0.00;11.90
86.900;f_3.93;5.62;0.00;29.53
86.900;f_12.89;7.89;0.00;-5.41
86.900;f_11.79;28.78;0.00;5.47
86.900;f_10.88;79.07;0.00;12.36
86.900;f_12.86;-25.45;0.00;5.14
86.900;f_11.82;50.32;0.00;5.68
86.900;f_12.88;8.99;0.00;-23.20
86.900;f_10.87;71.83;0.00;12.29
86.900;f_10.83;50.26;0.00;12.08
86.900;f_11.77;15.85;0.00;4.66
86.900;f_11.84;71.86;0.00;5.89
86.900;f_10.84;57.44;0.00;12.15
86.900;f_10.80;16.27;-0.06;17.66
86.900;f_11.78;21.60;0.00;5.40
86.900;f_11.87;64.68;0.00;5.82
86.900;f_10.89;86.38;0.00;12.41
86.900;f_11.80;35.96;0.00;5.54
86.900;f_1.85;21.57;0.00;8.60
86.900;f_11.95;-70.65;0.00;-72.76
86.900;f_11.89;96.97;0.00;-1.41
86.900;f_10.91;105.02;0.00;-32.94
86.900;f_11.91;97.99;0.00;-15.72
86.900;f_12.91;9.36;0.00;-31.09
86.900;f_3.91;6.89;0.00;8.26
86.900;f_10.92;-5.84;0.00;-71.74
86.900;f_11.92;98.26;0.00;-22.95
86.900;f_12.92;9.57;0.00;-38.72
86.900;f_3.92;5.14;0.00;19.41
86.900;f_10.94;-60.92;0.00;-72.51
86.900;f_11.94;-14.20;0.00;-65.21
86.900;f_3.94;5.19;0.00;38.67
86.900;f_12.94;17.19;0.17;-45.00
87.000;f_0.0;6.05;-0.04;2.81
87.000;f_11.93;-5.94;0.00;-65.33
87.000;f_3.95;1.63;0.00;64.38
87.000;f_12.87;-89.78;0.00;-15.19
87.000;f_1.89;36.33;0.00;8.74
87.000;f_1.87;28.82;0.00;8.67
87.000;f_11.88;93.05;0.00;4.25
87.000;f_12.93;12.74;-0.21;-44.09
87.000;f_10.95;-93.11;0.00;-20.67
87.000;f_11.81;43.14;0.00;5.61
87.000;f_11.86;86.22;0.00;6.03
87.000;f_3.90;20.63;0.00;2.19
87.000;f_10.85;44.22;0.00;8.82
87.000;f_10.93;-16.24;0.00;-71.90
87.000;f_10.90;93.79;0.00;11.43
87.000;f_10.75;21.27;0.08;11.69
87.000;f_1.86;-38.13;0.00;8.30
87.000;f_10.86;64.63;0.00;12.22
87.000;f_10.82;43.08;0.00;12.01
87.000;f_11.83;57.50;0.00;5.75
87.000;f_1.90;52.38;0.00;8.89
87.000;f_1.88;-20.66;0.00;8.36
87.000;f_11.90;97.71;0.00;-8.54
87.000;f_12.90;11.16;0.00;-14.99
87.000;f_11.85;79.04;0.00;5.96
87.000;f_10.81;31.83;0.00;11.90
87.000;f_3.93;5.64;0.00;29.18
87.000;f_12.89;7.90;0.00;-5.41
87.000;f_11.79;28.78;0.00;5.47
87.000;f_10.88;79.07;0.00;12.36
87.000;f_12.86;-25.45;0.00;5.14
87.000;f_11.82;50.32;0.00;5.68
87.000;f_12.88;8.98;0.00;-23.12
87.000;f_10.87;71.83;0.00;12.29
87.000;f_10.83;50.26;0.00;12.08
87.000;f_11.77;15.85;0.00;4.66
87.000;f_11.84;71.86;0.00;5.89
87.000;f_10.84;57.44;0.00;12.15
87.000;f_10.80;16.12;-0.06;17.63
