timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
38.900;f_11.86;-23.30;0.00;-66.13
38.900;f_1.81;-6.37;0.00;8.41
38.900;f_10.85;-11.46;0.00;-65.31
38.900;f_12.84;9.21;0.04;-1.48
38.900;f_1.83;21.17;0.00;8.58
38.900;f_10.75;21.54;0.00;11.80
38.900;f_1.86;43.75;0.00;8.85
38.900;f_10.86;-25.97;0.00;-72.08
38.900;f_10.82;37.12;0.00;-71.26
38.900;f_11.83;26.69;0.00;-68.13
38.900;f_12.83;1.03;0.00;3.59
38.900;f_1.88;60.97;0.00;8.73
38.900;f_1.84;32.94;0.00;8.67
38.900;f_1.82;7.91;0.00;8.51
38.900;f_11.85;1.30;0.00;-65.19
38.900;f_10.81;55.31;0.00;-71.11
38.900;f_10.78;28.72;0.00;11.87
38.900;f_11.79;30.68;0.00;5.49
38.900;f_10.88;-93.25;0.00;-40.72
38.900;f_12.86;9.06;0.00;-18.25
38.900;f_11.82;35.21;0.00;-64.87
38.900;f_12.88;10.15;0.00;-36.59
38.900;f_10.87;-45.73;0.00;-72.36
38.900;f_10.83;19.63;0.00;-71.42
38.900;f_11.77;15.85;0.00;4.67
38.900;f_11.84;14.06;0.00;-64.94
38.900;f_10.84;3.46;0.00;-71.61
38.900;f_10.80;75.41;0.00;-70.94
38.900;f_11.78;23.08;0.00;5.41
38.900;f_11.87;-11.70;0.00;-68.24
38.900;f_11.80;70.61;0.00;-64.58
38.900;f_1.85;43.11;0.00;12.04
39.000;f_0.0;9.17;-0.04;-2.94
39.000;f_3.87;5.12;0.00;18.29
39.000;f_12.85;8.86;0.00;-11.07
39.000;f_12.87;9.25;0.00;-25.50
39.000;f_1.87;50.44;0.00;11.92
39.000;f_11.88;-66.32;0.00;-72.68
39.000;f_10.79;35.90;0.00;11.94
39.000;f_3.88;4.49;0.00;44.73
39.000;f_11.81;52.62;0.00;-63.96
39.000;f_11.86;-22.85;0.00;-66.26
39.000;f_1.81;-7.42;0.00;8.41
39.000;f_10.85;-10.99;0.00;-65.31
39.000;f_12.84;9.54;0.09;-1.50
39.000;f_1.83;20.44;0.00;8.57
39.000;f_10.75;21.54;0.00;11.80
39.000;f_1.86;43.29;0.00;8.84
39.000;f_10.86;-25.06;0.00;-72.07
39.000;f_10.82;38.39;0.00;-71.25
39.000;f_11.83;27.39;0.00;-68.09
39.000;f_12.83;1.03;0.00;3.59
39.000;f_1.88;60.65;0.00;8.63
39.000;f_1.84;32.35;0.00;8.67
39.000;f_1.82;7.03;0.00;8.50
39.000;f_11.85;1.86;0.00;-65.19
39.000;f_10.81;56.66;0.00;-71.10
39.000;f_10.78;28.72;0.00;11.87
39.000;f_11.79;30.64;0.00;5.49
39.000;f_10.88;-93.26;0.00;-41.79
39.000;f_12.86;9.06;0.00;-18.25
39.000;f_11.82;36.37;0.00;-64.86
39.000;f_12.88;10.08;0.00;-36.30
39.000;f_10.87;-44.74;0.00;-72.34
